Citation Number,Citation Date,Citation Time,Day of the Week,Age,Race,Sex,Police Beat
YE352462,12/01/2016 12:00:00 AM,1241,Thu,39,Black,Male,
YE352461````,12/01/2016 12:00:00 AM,1245,Thu,39,Black,Male,
YE303938,12/01/2016 12:00:00 AM,650,Thu,57,White,Male,
YE352463,12/01/2016 12:00:00 AM,1241,Thu,39,Black,Male,
YE351774,11/30/2016 12:00:00 AM,1205,Wed,42,White,Female,72
EV80625,11/30/2016 12:00:00 AM,1331,Wed,55,White,Male,
YE351333,11/30/2016 12:00:00 AM,850,Wed,48,White,Female,
YE351332,11/30/2016 12:00:00 AM,805,Wed,45,Black,Male,
YE351924,11/30/2016 12:00:00 AM,1424,Wed,28,Black,Female,
YE351899,11/30/2016 12:00:00 AM,915,Wed,24,,Female,
YE351296,11/30/2016 12:00:00 AM,753,Wed,50,Black,Female,
YE351777,11/30/2016 12:00:00 AM,1245,Wed,40,Black,Female,72
YE351776,11/30/2016 12:00:00 AM,1229,Wed,34,White,Male,72
YE351775,11/30/2016 12:00:00 AM,1219,Wed,30,White,Female,72
YE351334,11/30/2016 12:00:00 AM,850,Wed,48,White,Female,
YE351772,11/30/2016 12:00:00 AM,1100,Wed,32,Black,Female,
YE351771,11/30/2016 12:00:00 AM,1025,Wed,49,White,Male,
YE351770,11/30/2016 12:00:00 AM,847,Wed,61,Black,Male,74
EV81514,11/30/2016 12:00:00 AM,1050,Wed,28,White,Male,71
EV81513,11/30/2016 12:00:00 AM,1005,Wed,32,White,Male,
YE352021,11/30/2016 12:00:00 AM,1015,Wed,39,Hispanic,Female,
EV78308,11/30/2016 12:00:00 AM,2325,Wed,22,White,Male,76
YE351274,11/30/2016 12:00:00 AM,415,Wed,29,White,Male,
YE351275,11/30/2016 12:00:00 AM,415,Wed,29,White,Male,
YE351277,11/30/2016 12:00:00 AM,325,Wed,29,White,Male,
YE351921,11/30/2016 12:00:00 AM,1424,Wed,28,Black,Female,
YE351922,11/30/2016 12:00:00 AM,1424,Wed,28,Black,Female,
YE352020,11/30/2016 12:00:00 AM,940,Wed,48,,Male,
YE352022,11/30/2016 12:00:00 AM,1015,Wed,70,Black,Female,
YE352397,11/30/2016 12:00:00 AM,850,Wed,48,White,Female,
YE351923,11/30/2016 12:00:00 AM,1424,Wed,28,Black,Female,
YE352406,11/30/2016 12:00:00 AM,202,Wed,45,Black,Male,
YE343052,11/30/2016 12:00:00 AM,2,Wed,28,Unknown,Male,
YE343053,11/30/2016 12:00:00 AM,2,Wed,28,Unknown,Male,
YE351378,11/30/2016 12:00:00 AM,345,Wed,26,White,Female,
YE351271,11/29/2016 12:00:00 AM,701,Tue,23,Black,Male,
YE351897,11/29/2016 12:00:00 AM,734,Tue,50,White,Female,
YE351330,11/29/2016 12:00:00 AM,626,Tue,55,White,Male,
YE351769,11/29/2016 12:00:00 AM,1000,Tue,42,White,Male,
YE351272,11/29/2016 12:00:00 AM,841,Tue,19,Unknown,Male,
YE352405,11/29/2016 12:00:00 AM,151,Tue,24,Black,Female,
YE351273,11/29/2016 12:00:00 AM,841,Tue,19,Unknown,Male,
EV80624,11/29/2016 12:00:00 AM,941,Tue,58,White,Male,
YE351146,11/29/2016 12:00:00 AM,1611,Tue,35,White,Female,
YE351331,11/29/2016 12:00:00 AM,924,Tue,23,White,Male,77
EV81512,11/28/2016 12:00:00 AM,1029,Mon,63,White,Male,
YE351642,11/28/2016 12:00:00 AM,1353,Mon,45,Asian,Female,
YE351766,11/28/2016 12:00:00 AM,1050,Mon,34,Black,Male,72
YE351920,11/28/2016 12:00:00 AM,1156,Mon,22,Unknown,Female,
YE597826,11/28/2016 12:00:00 AM,1511,Mon,47,White,Male,
YE351764,11/28/2016 12:00:00 AM,1006,Mon,54,White,Female,72
YE307495,11/28/2016 12:00:00 AM,15,Mon,21,White,Male,
YE351393,11/28/2016 12:00:00 AM,2206,Mon,25,Black,Female,
YE351763,11/28/2016 12:00:00 AM,826,Mon,28,White,Male,
YE351105,11/28/2016 12:00:00 AM,2349,Mon,18,White,Male,
YE307496,11/28/2016 12:00:00 AM,15,Mon,21,White,Male,
YE351392,11/28/2016 12:00:00 AM,2206,Mon,25,Black,Female,
YE352544,11/28/2016 12:00:00 AM,1000,Mon,46,Asian,Male,
YE351391,11/28/2016 12:00:00 AM,2206,Mon,25,Black,Female,
YE343386,11/28/2016 12:00:00 AM,846,Mon,40,White,Female,71
YE352543,11/28/2016 12:00:00 AM,1000,Mon,46,Asian,Male,
YE351762,11/28/2016 12:00:00 AM,738,Mon,31,Asian,Female,
YE351679,11/28/2016 12:00:00 AM,847,Mon,44,White,Female,
YE351678,11/28/2016 12:00:00 AM,838,Mon,67,White,Female,
YE343387,11/28/2016 12:00:00 AM,846,Mon,40,White,Female,71
YE351768,11/28/2016 12:00:00 AM,1229,Mon,29,White,Female,72
YE303885,11/28/2016 12:00:00 AM,1137,Mon,62,,Male,
YE351677,11/28/2016 12:00:00 AM,830,Mon,47,White,Male,
YE351676,11/28/2016 12:00:00 AM,822,Mon,37,White,Female,
YE351104,11/28/2016 12:00:00 AM,2349,Mon,18,White,Male,
YE352489,11/28/2016 12:00:00 AM,1834,Mon,48,Black,Female,
YE351898,11/28/2016 12:00:00 AM,315,Mon,56,Black,Female,
YE352490,11/28/2016 12:00:00 AM,1834,Mon,48,Black,Female,
YE351767,11/28/2016 12:00:00 AM,1200,Mon,27,White,Female,72
YE351675,11/28/2016 12:00:00 AM,809,Mon,42,White,Female,
YE351674,11/28/2016 12:00:00 AM,759,Mon,31,Asian,Male,
EV80623,11/28/2016 12:00:00 AM,1246,Mon,27,Black,Male,
EV81511,11/28/2016 12:00:00 AM,914,Mon,43,Black,Male,71
YE351673,11/28/2016 12:00:00 AM,756,Mon,40,White,Female,
EV81510,11/28/2016 12:00:00 AM,852,Mon,46,White,Female,78
YE351640,11/28/2016 12:00:00 AM,858,Mon,39,White,Male,
YE352425,11/28/2016 12:00:00 AM,930,Mon,50,,Female,71
YE352487,11/27/2016 12:00:00 AM,1748,Sun,55,Black,Male,71
EV80185,11/27/2016 12:00:00 AM,1608,Sun,31,White,Male,78
EV80184,11/27/2016 12:00:00 AM,1556,Sun,25,,Female,78
YE351960,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351961,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351962,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351963,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351964,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351965,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351966,11/27/2016 12:00:00 AM,1903,Sun,63,Black,Male,77
YE351995,11/27/2016 12:00:00 AM,1513,Sun,31,Hispanic,Female,
EV81565,11/27/2016 12:00:00 AM,1620,Sun,38,White,Male,73
YE351996,11/27/2016 12:00:00 AM,1539,Sun,28,Black,Male,
YE351997,11/27/2016 12:00:00 AM,1623,Sun,25,Black,Male,
YE351998,11/27/2016 12:00:00 AM,1712,Sun,23,,Female,
YE351999,11/27/2016 12:00:00 AM,1707,Sun,24,,Male,72
YE351994,11/27/2016 12:00:00 AM,1513,Sun,31,Hispanic,Female,
EV80465,11/27/2016 12:00:00 AM,1626,Sun,44,Hispanic,Male,74
YE351145,11/27/2016 12:00:00 AM,2305,Sun,28,White,Female,
YE351696,11/27/2016 12:00:00 AM,1825,Sun,44,White,Male,
EV81017,11/27/2016 12:00:00 AM,2220,Sun,33,White,Male,71
YE343737,11/27/2016 12:00:00 AM,1030,Sun,26,White,Male,
YE343736,11/27/2016 12:00:00 AM,1030,Sun,26,White,Male,
YE343735,11/27/2016 12:00:00 AM,2131,Sun,32,White,Male,78
YE352488,11/27/2016 12:00:00 AM,1748,Sun,55,Black,Male,71
YE352486,11/27/2016 12:00:00 AM,1748,Sun,55,Black,Male,71
EV80466,11/27/2016 12:00:00 AM,1735,Sun,42,White,Female,71
YE351670,11/27/2016 12:00:00 AM,1030,Sun,52,White,Male,
YE351671,11/27/2016 12:00:00 AM,1030,Sun,52,White,Male,
YE351672,11/27/2016 12:00:00 AM,1035,Sun,52,White,Male,
YE351694,11/27/2016 12:00:00 AM,1550,Sun,31,White,Male,
YE351695,11/27/2016 12:00:00 AM,1825,Sun,44,White,Male,
EV80464,11/27/2016 12:00:00 AM,1620,Sun,31,White,Male,74
YE351140,11/27/2016 12:00:00 AM,2305,Sun,28,White,Female,
YE351141,11/27/2016 12:00:00 AM,2305,Sun,28,White,Female,
YE351142,11/27/2016 12:00:00 AM,2305,Sun,28,White,Female,
YE351143,11/27/2016 12:00:00 AM,2305,Sun,28,White,Female,
YE351144,11/27/2016 12:00:00 AM,2305,Sun,28,White,Female,
YE351669,11/26/2016 12:00:00 AM,1053,Sat,56,White,Male,
EV80463,11/26/2016 12:00:00 AM,1553,Sat,57,White,Female,74
YE351861,11/26/2016 12:00:00 AM,1723,Sat,53,,Female,
YE351862,11/26/2016 12:00:00 AM,1723,Sat,53,,Female,
YE343022,11/26/2016 12:00:00 AM,2319,Sat,32,,Male,
YE343021,11/26/2016 12:00:00 AM,2319,Sat,32,,Male,
YE343020,11/26/2016 12:00:00 AM,2319,Sat,32,,Male,
YE351761,11/26/2016 12:00:00 AM,1040,Sat,52,White,Female,75
YB035395,11/26/2016 12:00:00 AM,900,Sat,50,Black,Male,
EV82920,11/26/2016 12:00:00 AM,1111,Sat,30,Black,Female,71
EV82923,11/26/2016 12:00:00 AM,1300,Sat,58,Black,Female,78
YE193270,11/26/2016 12:00:00 AM,1930,Sat,35,Black,Male,
YE193271,11/26/2016 12:00:00 AM,1930,Sat,35,Black,Male,
EV75682,11/26/2016 12:00:00 AM,1624,Sat,43,White,Female,74
YE351668,11/26/2016 12:00:00 AM,851,Sat,72,White,Female,
EV81356,11/25/2016 12:00:00 AM,1235,Fri,65,White,Male,
EV82919,11/25/2016 12:00:00 AM,945,Fri,36,White,Female,
YE190417,11/25/2016 12:00:00 AM,2325,Fri,20,Unknown,Male,
EV79648,11/25/2016 12:00:00 AM,1300,Fri,35,,Female,71
YE343371,11/25/2016 12:00:00 AM,2038,Fri,22,,Female,
YE190418,11/25/2016 12:00:00 AM,2325,Fri,20,Unknown,Male,
YE351765,11/25/2016 12:00:00 AM,1018,Fri,32,Unknown,Female,72
EV82861,11/25/2016 12:00:00 AM,734,Fri,52,Black,Male,71
EV81357,11/25/2016 12:00:00 AM,1300,Fri,41,White,Male,71
YE302967,11/24/2016 12:00:00 AM,254,Thu,30,Black,Male,73
YE302970,11/24/2016 12:00:00 AM,254,Thu,30,Black,Male,73
YE302969,11/24/2016 12:00:00 AM,254,Thu,30,Black,Male,73
YE307894,11/24/2016 12:00:00 AM,747,Thu,50,White,Female,
YE307895,11/24/2016 12:00:00 AM,747,Thu,50,White,Female,
YE302968,11/24/2016 12:00:00 AM,254,Thu,30,Black,Male,73
EV78305,11/24/2016 12:00:00 AM,310,Thu,57,Black,Male,77
EV80622,11/24/2016 12:00:00 AM,953,Thu,39,White,Female,
YE307893,11/24/2016 12:00:00 AM,747,Thu,50,White,Female,
EV82064,11/23/2016 12:00:00 AM,1504,Wed,75,White,Male,73
YE351693,11/23/2016 12:00:00 AM,830,Wed,55,White,Male,
YE351692,11/23/2016 12:00:00 AM,830,Wed,55,White,Male,
YE351760,11/23/2016 12:00:00 AM,1740,Wed,32,White,Male,
YE351667,11/23/2016 12:00:00 AM,1838,Wed,40,White,Male,78
YE351666,11/23/2016 12:00:00 AM,1838,Wed,40,White,Male,78
YE351665,11/23/2016 12:00:00 AM,1618,Wed,57,White,Female,71
YE351664,11/23/2016 12:00:00 AM,1618,Wed,57,Unknown,Female,71
YE351663,11/23/2016 12:00:00 AM,1540,Wed,45,White,Male,72
YE351662,11/23/2016 12:00:00 AM,1530,Wed,37,White,Female,72
YE351661,11/23/2016 12:00:00 AM,1521,Wed,25,Asian,Male,72
YE351660,11/23/2016 12:00:00 AM,1455,Wed,43,White,Female,73
YE351860,11/23/2016 12:00:00 AM,1727,Wed,17,White,Male,
YE351641,11/23/2016 12:00:00 AM,1345,Wed,75,Black,Female,
JV02855,11/23/2016 12:00:00 AM,107,Wed,16,,Male,78
YE351500,11/23/2016 12:00:00 AM,745,Wed,27,Black,Female,
YE351484,11/23/2016 12:00:00 AM,1202,Wed,66,White,Male,
EV82918,11/23/2016 12:00:00 AM,1154,Wed,50,White,Female,71
EV82917,11/23/2016 12:00:00 AM,952,Wed,36,White,Female,71
EV82066,11/23/2016 12:00:00 AM,1557,Wed,31,White,Female,
EV82065,11/23/2016 12:00:00 AM,1547,Wed,29,Black,Male,72
EV82063,11/23/2016 12:00:00 AM,823,Wed,35,White,Male,71
YE351329,11/23/2016 12:00:00 AM,1241,Wed,17,White,Female,
YE193623,11/23/2016 12:00:00 AM,49,Wed,36,Black,Male,
YE193624,11/23/2016 12:00:00 AM,49,Wed,36,Black,Male,
EV81802,11/23/2016 12:00:00 AM,1500,Wed,37,White,Male,71
EV81570,11/23/2016 12:00:00 AM,1000,Wed,17,White,Female,73
EV81567,11/23/2016 12:00:00 AM,852,Wed,37,Black,Male,74
EV81566,11/23/2016 12:00:00 AM,930,Wed,41,White,Female,77
YE351270,11/23/2016 12:00:00 AM,1031,Wed,73,White,Male,
YE351269,11/23/2016 12:00:00 AM,1031,Wed,73,White,Male,
YE351256,11/23/2016 12:00:00 AM,622,Wed,56,White,Male,71
YE307892,11/23/2016 12:00:00 AM,428,Wed,69,White,Female,
EV82860,11/23/2016 12:00:00 AM,1902,Wed,34,Black,Male,71
YE350999,11/23/2016 12:00:00 AM,834,Wed,49,White,Female,
EV80621,11/23/2016 12:00:00 AM,945,Wed,80,White,Male,
YE351254,11/22/2016 12:00:00 AM,1423,Tue,50,Asian,Female,
EV82061,11/22/2016 12:00:00 AM,1125,Tue,34,White,Male,71
EV82060,11/22/2016 12:00:00 AM,1111,Tue,55,White,Female,71
EV81562,11/22/2016 12:00:00 AM,1345,Tue,46,White,Male,
YE351390,11/22/2016 12:00:00 AM,1757,Tue,50,Asian,Female,
EV81563,11/22/2016 12:00:00 AM,1400,Tue,58,White,Male,75
YE350998,11/22/2016 12:00:00 AM,1241,Tue,18,,Female,73
YE350997,11/22/2016 12:00:00 AM,906,Tue,55,Black,Male,
YE351389,11/22/2016 12:00:00 AM,1757,Tue,50,Asian,Female,
EV81564,11/22/2016 12:00:00 AM,215,Tue,32,White,Male,74
YE350996,11/22/2016 12:00:00 AM,849,Tue,45,White,Male,
YE350995,11/22/2016 12:00:00 AM,825,Tue,41,White,Male,
YE350994,11/22/2016 12:00:00 AM,757,Tue,48,White,Male,
EV82062,11/22/2016 12:00:00 AM,1155,Tue,24,White,Male,
YE350993,11/22/2016 12:00:00 AM,745,Tue,57,Black,Female,
YE343211,11/22/2016 12:00:00 AM,2307,Tue,25,White,Male,
YE352542,11/22/2016 12:00:00 AM,1000,Tue,42,Asian,Female,
YE343210,11/22/2016 12:00:00 AM,2307,Tue,25,White,Male,
YE343209,11/22/2016 12:00:00 AM,2307,Tue,25,White,Male,
EV75712,11/22/2016 12:00:00 AM,156,Tue,22,Unknown,Male,78
EV80838,11/21/2016 12:00:00 AM,804,Mon,28,White,Male,74
EV80839,11/21/2016 12:00:00 AM,820,Mon,49,White,Male,
EV82058,11/21/2016 12:00:00 AM,1054,Mon,36,White,Male,73
EV82057,11/21/2016 12:00:00 AM,1021,Mon,69,White,Male,74
EV82056,11/21/2016 12:00:00 AM,956,Mon,25,White,Male,74
EV82055,11/21/2016 12:00:00 AM,945,Mon,53,White,Male,74
EV81551,11/21/2016 12:00:00 AM,738,Mon,50,White,Male,
EV81553,11/21/2016 12:00:00 AM,900,Mon,28,White,Male,74
EV81554,11/21/2016 12:00:00 AM,920,Mon,59,White,Male,74
EV81555,11/21/2016 12:00:00 AM,950,Mon,41,White,Female,73
EV81556,11/21/2016 12:00:00 AM,1000,Mon,53,White,Male,74
EV81557,11/21/2016 12:00:00 AM,1015,Mon,39,White,Male,74
EV81558,11/21/2016 12:00:00 AM,1035,Mon,37,Black,Female,73
EV81559,11/21/2016 12:00:00 AM,1055,Mon,50,Black,Male,74
EV81560,11/21/2016 12:00:00 AM,1440,Mon,39,White,Female,73
EV81561,11/21/2016 12:00:00 AM,1525,Mon,54,White,Male,
EV82054,11/21/2016 12:00:00 AM,916,Mon,60,White,Male,74
EV82053,11/21/2016 12:00:00 AM,905,Mon,34,White,Female,73
EV82052,11/21/2016 12:00:00 AM,856,Mon,31,Black,Female,71
EV82051,11/21/2016 12:00:00 AM,828,Mon,50,White,Female,73
EV80837,11/21/2016 12:00:00 AM,743,Mon,45,White,Male,74
YE351388,11/21/2016 12:00:00 AM,435,Mon,23,Unknown,Female,
EV80840,11/21/2016 12:00:00 AM,905,Mon,20,Black,Female,74
EV80841,11/21/2016 12:00:00 AM,928,Mon,73,White,Male,73
EV80842,11/21/2016 12:00:00 AM,953,Mon,27,White,Male,73
EV80844,11/21/2016 12:00:00 AM,1743,Mon,56,Asian,Male,71
YE351745,11/21/2016 12:00:00 AM,810,Mon,63,White,Female,
YE351691,11/21/2016 12:00:00 AM,910,Mon,30,White,Female,74
YE351746,11/21/2016 12:00:00 AM,857,Mon,59,White,Female,
YE351747,11/21/2016 12:00:00 AM,925,Mon,52,White,Male,
YE343644,11/21/2016 12:00:00 AM,1016,Mon,23,Unknown,Male,
YE343643,11/21/2016 12:00:00 AM,1016,Mon,23,Unknown,Male,
YE351748,11/21/2016 12:00:00 AM,950,Mon,45,White,Female,
YE351749,11/21/2016 12:00:00 AM,1005,Mon,54,Black,Female,
YE351750,11/21/2016 12:00:00 AM,1005,Mon,54,Black,Female,
YE343641,11/21/2016 12:00:00 AM,1016,Mon,23,Unknown,Male,
YE343640,11/21/2016 12:00:00 AM,1016,Mon,23,Unknown,Male,
EV80943,11/21/2016 12:00:00 AM,800,Mon,68,White,Male,73
EV80944,11/21/2016 12:00:00 AM,825,Mon,65,White,Female,73
EV80945,11/21/2016 12:00:00 AM,840,Mon,31,Black,Male,73
EV80946,11/21/2016 12:00:00 AM,930,Mon,29,Black,Male,74
EV80947,11/21/2016 12:00:00 AM,1025,Mon,34,White,Female,73
EV80948,11/21/2016 12:00:00 AM,1045,Mon,52,White,Female,74
EV80949,11/21/2016 12:00:00 AM,720,Mon,59,White,Male,73
EV80950,11/21/2016 12:00:00 AM,730,Mon,26,White,Male,76
YE343642,11/21/2016 12:00:00 AM,1016,Mon,23,Unknown,Male,
EV80547,11/21/2016 12:00:00 AM,728,Mon,28,White,Female,73
EV80548,11/21/2016 12:00:00 AM,740,Mon,50,Black,Male,74
EV80549,11/21/2016 12:00:00 AM,755,Mon,75,White,Male,74
EV80550,11/21/2016 12:00:00 AM,807,Mon,33,Unknown,Male,74
EV71897,11/21/2016 12:00:00 AM,2030,Mon,27,,Female,75
YE351690,11/21/2016 12:00:00 AM,910,Mon,30,White,Female,74
YE350990,11/21/2016 12:00:00 AM,1011,Mon,50,White,Female,
YE350991,11/21/2016 12:00:00 AM,1040,Mon,45,Unknown,Male,
YE350992,11/21/2016 12:00:00 AM,1040,Mon,45,Unknown,Male,
EV80620,11/21/2016 12:00:00 AM,959,Mon,50,White,Male,
EV-81552,11/21/2016 12:00:00 AM,746,Mon,22,Black,Male,
YE343385,11/21/2016 12:00:00 AM,815,Mon,89,Black,Male,
YE81509,11/21/2016 12:00:00 AM,1107,Mon,58,White,Male,74
YB620471,11/21/2016 12:00:00 AM,2340,Mon,22,Black,Male,
YB620472,11/21/2016 12:00:00 AM,2340,Mon,22,Black,Male,
YB620473,11/21/2016 12:00:00 AM,2340,Mon,22,Black,Male,
EV80836,11/21/2016 12:00:00 AM,728,Mon,55,White,Male,73
EV82059,11/21/2016 12:00:00 AM,1110,Mon,26,White,Male,73
EV81503,11/21/2016 12:00:00 AM,715,Mon,33,White,Female,74
EV81504,11/21/2016 12:00:00 AM,739,Mon,25,White,Male,74
EV81505,11/21/2016 12:00:00 AM,845,Mon,55,Black,Female,74
EV81506,11/21/2016 12:00:00 AM,916,Mon,41,White,Female,74
EV81507,11/21/2016 12:00:00 AM,943,Mon,43,White,Female,73
EV81508,11/21/2016 12:00:00 AM,1020,Mon,40,Black,Female,74
YE351993,11/20/2016 12:00:00 AM,433,Sun,19,Black,Male,
YE351896,11/20/2016 12:00:00 AM,624,Sun,53,,Male,71
YE351895,11/20/2016 12:00:00 AM,624,Sun,53,,Male,71
YE352484,11/20/2016 12:00:00 AM,1916,Sun,61,White,Male,
YE352485,11/20/2016 12:00:00 AM,1916,Sun,61,White,Male,
YE351827,11/20/2016 12:00:00 AM,705,Sun,42,White,Female,
YE351900,11/20/2016 12:00:00 AM,1433,Sun,19,Black,Male,
YE351826,11/20/2016 12:00:00 AM,705,Sun,42,White,Female,
YE307296,11/20/2016 12:00:00 AM,230,Sun,26,White,Male,
YE307297,11/20/2016 12:00:00 AM,230,Sun,26,White,Male,
YE307298,11/20/2016 12:00:00 AM,230,Sun,26,White,Male,
YE307299,11/20/2016 12:00:00 AM,230,Sun,26,White,Male,
EV81860,11/19/2016 12:00:00 AM,1726,Sat,22,White,Male,71
YE351988,11/19/2016 12:00:00 AM,418,Sat,35,White,Female,
EV80559,11/19/2016 12:00:00 AM,1939,Sat,42,White,Female,78
YE351989,11/19/2016 12:00:00 AM,520,Sat,22,White,Male,
YE351990,11/19/2016 12:00:00 AM,520,Sat,22,White,Male,
YE351991,11/19/2016 12:00:00 AM,520,Sat,22,White,Male,
EV82859,11/19/2016 12:00:00 AM,610,Sat,45,,Male,
EV-80163,11/19/2016 12:00:00 AM,1452,Sat,20,White,Male,74
YE302965,11/19/2016 12:00:00 AM,42,Sat,23,Unknown,Male,
YE302966,11/19/2016 12:00:00 AM,42,Sat,23,Unknown,Male,
YE343381,11/19/2016 12:00:00 AM,843,Sat,67,Black,Female,
YE351268,11/19/2016 12:00:00 AM,1147,Sat,51,White,Female,73
YE351619,11/19/2016 12:00:00 AM,409,Sat,57,White,Male,
YE351618,11/19/2016 12:00:00 AM,1541,Sat,22,White,Male,72
YE351617,11/19/2016 12:00:00 AM,1518,Sat,57,,Male,72
YE351295,11/19/2016 12:00:00 AM,1734,Sat,21,Unknown,Female,
EV80461,11/19/2016 12:00:00 AM,2101,Sat,56,White,Male,73
EV80462,11/19/2016 12:00:00 AM,2101,Sat,56,White,Male,73
YE352424,11/19/2016 12:00:00 AM,1414,Sat,26,White,Male,76
EV80942,11/18/2016 12:00:00 AM,2255,Fri,81,Black,Male,
YE307891,11/18/2016 12:00:00 AM,1940,Fri,35,White,Male,73
YE307890,11/18/2016 12:00:00 AM,1510,Fri,73,White,Female,
YE307889,11/18/2016 12:00:00 AM,1510,Fri,73,White,Female,
YE351893,11/18/2016 12:00:00 AM,501,Fri,44,Black,Male,
YE351894,11/18/2016 12:00:00 AM,501,Fri,44,Black,Male,
YE351985,11/18/2016 12:00:00 AM,2337,Fri,22,White,Male,
YE351981,11/18/2016 12:00:00 AM,2337,Fri,22,Hispanic,Male,
YE351686,11/18/2016 12:00:00 AM,2300,Fri,24,White,Female,71
YE351740,11/18/2016 12:00:00 AM,2020,Fri,26,White,Male,76
YE343696,11/18/2016 12:00:00 AM,1700,Fri,37,White,Male,
YE343697,11/18/2016 12:00:00 AM,1924,Fri,38,Unknown,Male,
EV82904,11/18/2016 12:00:00 AM,1015,Fri,26,White,Male,77
EV82907,11/18/2016 12:00:00 AM,959,Fri,57,White,Female,75
YE351741,11/18/2016 12:00:00 AM,2020,Fri,26,White,Male,76
EV80833,11/18/2016 12:00:00 AM,1540,Fri,62,,Female,73
EV80834,11/18/2016 12:00:00 AM,1611,Fri,40,White,Female,73
YE351986,11/18/2016 12:00:00 AM,2337,Fri,22,White,Male,
YE351616,11/18/2016 12:00:00 AM,1749,Fri,30,White,Male,
YE351736,11/18/2016 12:00:00 AM,1806,Fri,41,White,Male,
YE343338,11/18/2016 12:00:00 AM,1749,Fri,31,Black,Female,
YE351615,11/18/2016 12:00:00 AM,1723,Fri,29,White,Female,
YE351614,11/18/2016 12:00:00 AM,1654,Fri,36,White,Male,
YE343734,11/18/2016 12:00:00 AM,2200,Fri,25,Black,Male,
EV82008,11/18/2016 12:00:00 AM,2212,Fri,27,Black,Female,
EV82009,11/18/2016 12:00:00 AM,2227,Fri,27,Black,Female,
EV82858,11/18/2016 12:00:00 AM,2000,Fri,50,,Male,72
YE351982,11/18/2016 12:00:00 AM,2337,Fri,22,Hispanic,Male,
YE343730,11/18/2016 12:00:00 AM,2227,Fri,25,Black,Male,
YE351328,11/18/2016 12:00:00 AM,818,Fri,73,White,Female,
YE343731,11/18/2016 12:00:00 AM,2227,Fri,25,Black,Male,
YE343732,11/18/2016 12:00:00 AM,2227,Fri,25,Black,Male,
EV81501,11/18/2016 12:00:00 AM,2155,Fri,43,Black,Male,71
YE351253,11/18/2016 12:00:00 AM,1912,Fri,38,White,Male,
EV80835,11/18/2016 12:00:00 AM,602,Fri,73,White,Female,71
YE351737,11/18/2016 12:00:00 AM,1820,Fri,69,Black,Male,
YE351738,11/18/2016 12:00:00 AM,1850,Fri,43,Black,Male,
EV65793,11/18/2016 12:00:00 AM,1312,Fri,18,White,Female,
YE351742,11/18/2016 12:00:00 AM,2213,Fri,60,White,Male,
YE303948,11/18/2016 12:00:00 AM,48,Fri,24,Unknown,Male,
YE351739,11/18/2016 12:00:00 AM,1928,Fri,45,White,Female,
YE303949,11/18/2016 12:00:00 AM,48,Fri,24,Unknown,Male,
YE343733,11/18/2016 12:00:00 AM,2200,Fri,25,Black,Male,
YE351987,11/18/2016 12:00:00 AM,2337,Fri,22,White,Male,
EV81502,11/18/2016 12:00:00 AM,2244,Fri,26,Black,Female,
EV820006,11/18/2016 12:00:00 AM,409,Fri,50,White,Male,72
EV82007,11/18/2016 12:00:00 AM,950,Fri,29,Black,Male,
YE351733,11/18/2016 12:00:00 AM,1728,Fri,24,White,Male,
YE351734,11/18/2016 12:00:00 AM,1739,Fri,54,White,Female,
YE351735,11/18/2016 12:00:00 AM,1735,Fri,26,White,Female,
YE351476,11/18/2016 12:00:00 AM,819,Fri,23,Unknown,Male,
YE303950,11/18/2016 12:00:00 AM,48,Fri,24,Unknown,Male,
YE351475,11/18/2016 12:00:00 AM,819,Fri,23,Unknown,Male,
EV82909,11/18/2016 12:00:00 AM,929,Fri,40,White,Male,75
YE351980,11/18/2016 12:00:00 AM,2337,Fri,22,White,Male,
YE351983,11/18/2016 12:00:00 AM,2337,Fri,22,White,Male,
YE351984,11/18/2016 12:00:00 AM,2337,Fri,22,White,Male,
EV80939,11/18/2016 12:00:00 AM,2025,Fri,42,White,Female,73
EV80940,11/18/2016 12:00:00 AM,2140,Fri,29,White,Male,73
YE343727,11/18/2016 12:00:00 AM,1954,Fri,57,Black,Male,
YE343726,11/18/2016 12:00:00 AM,1808,Fri,36,,Male,
YE351689,11/18/2016 12:00:00 AM,2300,Fri,24,White,Female,71
YE351688,11/18/2016 12:00:00 AM,2300,Fri,24,White,Female,71
YE351687,11/18/2016 12:00:00 AM,2300,Fri,24,White,Female,71
EV78304,11/18/2016 12:00:00 AM,48,Fri,24,,Male,74
YE343729,11/18/2016 12:00:00 AM,2227,Fri,25,Black,Male,
