Citation Number,Citation Date,Citation Time,Day of the Week,Age,Race,Sex,Police Beat
YE599993,09/27/2017 12:00:00 AM,1200,Wed,26,White,Female,
YE599994,09/27/2017 12:00:00 AM,1200,Wed,26,White,Female,
YE599995,09/27/2017 12:00:00 AM,1200,Wed,26,White,Female,
YE599997,09/27/2017 12:00:00 AM,1200,Wed,26,White,Female,
YE597667,09/27/2017 12:00:00 AM,236,Wed,28,,Male,73
YE597666,09/27/2017 12:00:00 AM,236,Wed,28,,Male,
YE597665,09/27/2017 12:00:00 AM,236,Wed,28,,Male,
YE600391,09/27/2017 12:00:00 AM,910,Wed,64,White,Male,
EV61959,09/27/2017 12:00:00 AM,1638,Wed,18,White,Female,77
YE360317,09/27/2017 12:00:00 AM,1734,Wed,36,Unknown,Female,78
YE360318,09/27/2017 12:00:00 AM,1734,Wed,36,Unknown,Female,78
YE600891,09/27/2017 12:00:00 AM,904,Wed,35,White,Male,
YE600892,09/27/2017 12:00:00 AM,923,Wed,69,White,Female,
YE600893,09/27/2017 12:00:00 AM,1017,Wed,53,White,Female,
YE600894,09/27/2017 12:00:00 AM,1017,Wed,53,White,Female,
YE600895,09/27/2017 12:00:00 AM,1044,Wed,41,White,Male,
JV02708,09/27/2017 12:00:00 AM,1450,Wed,17,Black,Male,76
YE600390,09/26/2017 12:00:00 AM,1,Tue,46,Unknown,Male,
YE600388,09/26/2017 12:00:00 AM,721,Tue,28,White,Female,72
YE600389,09/26/2017 12:00:00 AM,822,Tue,49,White,Female,
EV84425,09/26/2017 12:00:00 AM,1136,Tue,43,White,Male,73
SE580313,09/26/2017 12:00:00 AM,2009,Tue,54,Black,Male,
EV84295,09/26/2017 12:00:00 AM,1746,Tue,62,Black,Male,77
EV39742,09/26/2017 12:00:00 AM,1430,Tue,39,Hispanic,Male,74
YE600890,09/26/2017 12:00:00 AM,1120,Tue,37,Unknown,Female,
YE600889,09/26/2017 12:00:00 AM,1100,Tue,31,Black,Female,
YE600888,09/26/2017 12:00:00 AM,1016,Tue,31,Unknown,Male,
YE600887,09/26/2017 12:00:00 AM,944,Tue,70,White,Female,
YE596943,09/26/2017 12:00:00 AM,305,Tue,56,White,Female,
YE600263,09/26/2017 12:00:00 AM,1455,Tue,27,Unknown,Male,
EV81435,09/26/2017 12:00:00 AM,1741,Tue,31,Asian,Male,76
YE600314,09/26/2017 12:00:00 AM,2212,Tue,21,Black,Male,
SE580314,09/26/2017 12:00:00 AM,2032,Tue,45,,Male,
SE580315,09/26/2017 12:00:00 AM,2032,Tue,45,,Male,
SE580312,09/26/2017 12:00:00 AM,1713,Tue,62,White,Female,
YE596942,09/26/2017 12:00:00 AM,305,Tue,56,White,Female,
YE596941,09/26/2017 12:00:00 AM,305,Tue,56,White,Female,
SE580311,09/26/2017 12:00:00 AM,1633,Tue,22,Asian,Female,
EV81434,09/26/2017 12:00:00 AM,1736,Tue,28,Asian,Male,76
YE597521,09/25/2017 12:00:00 AM,1311,Mon,55,White,Female,
YE600312,09/25/2017 12:00:00 AM,2121,Mon,38,White,Male,
YE600313,09/25/2017 12:00:00 AM,2121,Mon,38,White,Male,
YE597520,09/25/2017 12:00:00 AM,1228,Mon,51,White,Male,
EV85534,09/25/2017 12:00:00 AM,1220,Mon,58,White,Female,72
EV85535,09/25/2017 12:00:00 AM,1310,Mon,41,White,Female,74
EV85536,09/25/2017 12:00:00 AM,1335,Mon,46,White,Female,
SE580310,09/25/2017 12:00:00 AM,1737,Mon,30,White,Female,
EV85546,09/25/2017 12:00:00 AM,1350,Mon,40,White,Male,71
SE580309,09/25/2017 12:00:00 AM,1728,Mon,36,Black,Male,
YE593882,09/25/2017 12:00:00 AM,42,Mon,26,,Male,
YE593883,09/25/2017 12:00:00 AM,42,Mon,26,,Male,
SE580308,09/25/2017 12:00:00 AM,1525,Mon,29,Black,Female,
SE580307,09/25/2017 12:00:00 AM,1323,Mon,42,White,Male,
YE600618,09/25/2017 12:00:00 AM,948,Mon,20,White,Female,72
YE600619,09/25/2017 12:00:00 AM,1145,Mon,45,White,Male,
EV85639,09/25/2017 12:00:00 AM,823,Mon,32,White,Female,73
EV85640,09/25/2017 12:00:00 AM,903,Mon,57,White,Female,71
EV85641,09/25/2017 12:00:00 AM,917,Mon,47,White,Female,
EV85642,09/25/2017 12:00:00 AM,1131,Mon,54,Black,Female,75
EV85643,09/25/2017 12:00:00 AM,1317,Mon,65,White,Female,
EV85644,09/25/2017 12:00:00 AM,1334,Mon,69,White,Male,
SE580306,09/25/2017 12:00:00 AM,1323,Mon,42,White,Male,
SE580305,09/25/2017 12:00:00 AM,1259,Mon,25,White,Male,
YE596940,09/25/2017 12:00:00 AM,2126,Mon,28,Black,Male,
EV80706,09/25/2017 12:00:00 AM,1954,Mon,,,,77
EV80707,09/25/2017 12:00:00 AM,1954,Mon,,,,77
SE580304,09/25/2017 12:00:00 AM,1238,Mon,22,White,Male,
YE360519,09/25/2017 12:00:00 AM,2126,Mon,28,Black,Male,
YE600105,09/25/2017 12:00:00 AM,1020,Mon,55,Black,Female,
YE600103,09/24/2017 12:00:00 AM,1000,Sun,62,White,Female,
YE600104,09/24/2017 12:00:00 AM,1000,Sun,62,White,Female,
YE600300,09/24/2017 12:00:00 AM,1703,Sun,35,Black,Male,
YE600305,09/24/2017 12:00:00 AM,1703,Sun,35,Black,Male,
YE600617,09/24/2017 12:00:00 AM,1013,Sun,51,White,Male,
YE600301,09/24/2017 12:00:00 AM,1703,Sun,35,Black,Male,
EV85541,09/24/2017 12:00:00 AM,900,Sun,48,White,Male,76
YE600304,09/24/2017 12:00:00 AM,1703,Sun,35,Black,Male,
YE600310,09/24/2017 12:00:00 AM,1709,Sun,35,Black,Male,
YE600303,09/24/2017 12:00:00 AM,1703,Sun,35,Black,Male,
YE600302,09/24/2017 12:00:00 AM,1703,Sun,35,Black,Male,
YE600309,09/24/2017 12:00:00 AM,1709,Sun,35,Black,Male,
YE600308,09/24/2017 12:00:00 AM,1709,Sun,35,Black,Male,
YE600307,09/24/2017 12:00:00 AM,1709,Sun,35,Black,Male,
YE600306,09/24/2017 12:00:00 AM,1709,Sun,35,Black,Male,
YE593818,09/23/2017 12:00:00 AM,101,Sat,18,Asian,Male,
YE593819,09/23/2017 12:00:00 AM,101,Sat,18,Asian,Male,
EV84505,09/23/2017 12:00:00 AM,1720,Sat,52,Asian,Female,75
SE580298,09/23/2017 12:00:00 AM,1817,Sat,23,Black,Male,
EV76961,09/23/2017 12:00:00 AM,2100,Sat,36,Asian,Male,
SE580297,09/23/2017 12:00:00 AM,1551,Sat,25,White,Male,
EV84506,09/23/2017 12:00:00 AM,1740,Sat,54,White,Male,
EV85260,09/22/2017 12:00:00 AM,900,Fri,42,White,Female,
EV85545,09/22/2017 12:00:00 AM,1220,Fri,22,White,Male,74
EV85261,09/22/2017 12:00:00 AM,900,Fri,42,White,Female,
JV02503,09/22/2017 12:00:00 AM,910,Fri,17,Black,Male,74
YE597334,09/22/2017 12:00:00 AM,1029,Fri,54,White,Male,
SE580294,09/22/2017 12:00:00 AM,1815,Fri,46,White,Female,
EV85262,09/22/2017 12:00:00 AM,900,Fri,42,White,Female,
YE600610,09/22/2017 12:00:00 AM,918,Fri,75,White,Female,
YE600611,09/22/2017 12:00:00 AM,929,Fri,22,White,Male,
YE600612,09/22/2017 12:00:00 AM,1104,Fri,52,White,Male,
YE600614,09/22/2017 12:00:00 AM,1226,Fri,56,White,Male,
YE600613,09/22/2017 12:00:00 AM,1143,Fri,25,Asian,Male,
YE600615,09/22/2017 12:00:00 AM,1243,Fri,59,White,Female,
SE580293,09/22/2017 12:00:00 AM,1622,Fri,29,White,Male,
YE600616,09/22/2017 12:00:00 AM,1418,Fri,33,White,Female,
EV85347,09/22/2017 12:00:00 AM,1245,Fri,66,White,Male,74
EV85342,09/22/2017 12:00:00 AM,1210,Fri,28,White,Female,75
SE580296,09/22/2017 12:00:00 AM,2059,Fri,25,Black,Male,
EV85638,09/22/2017 12:00:00 AM,742,Fri,26,White,Male,75
SE580295,09/22/2017 12:00:00 AM,1904,Fri,58,White,Male,
YE600101,09/22/2017 12:00:00 AM,1020,Fri,37,White,Male,
YE600102,09/22/2017 12:00:00 AM,1135,Fri,49,Black,Male,
EV84294,09/22/2017 12:00:00 AM,2030,Fri,21,Black,Male,
EV84504,09/22/2017 12:00:00 AM,1531,Fri,48,White,Female,
EV84502,09/22/2017 12:00:00 AM,1501,Fri,19,White,Male,
EV85491,09/22/2017 12:00:00 AM,2054,Fri,25,Black,Male,
EV85401,09/22/2017 12:00:00 AM,2200,Fri,46,Black,Male,72
EV85531,09/22/2017 12:00:00 AM,810,Fri,38,White,Male,
EV85532,09/22/2017 12:00:00 AM,1000,Fri,57,White,Male,75
EV85533,09/22/2017 12:00:00 AM,1320,Fri,31,White,Male,77
EV85217,09/22/2017 12:00:00 AM,826,Fri,24,,Male,
EV85259,09/22/2017 12:00:00 AM,900,Fri,42,White,Female,
YE597166,09/22/2017 12:00:00 AM,1549,Fri,25,White,Male,
SE580289,09/21/2017 12:00:00 AM,2131,Thu,51,,Female,
YE358179,09/21/2017 12:00:00 AM,1530,Thu,42,White,Male,
EV78329,09/21/2017 12:00:00 AM,1805,Thu,46,Asian,Male,
EV76007,09/21/2017 12:00:00 AM,1849,Thu,24,Unknown,Male,
YE343398,09/21/2017 12:00:00 AM,1048,Thu,41,Asian,Male,
YE343397,09/21/2017 12:00:00 AM,1048,Thu,41,Asian,Male,
YE593817,09/21/2017 12:00:00 AM,2356,Thu,15,White,Male,
YE593816,09/21/2017 12:00:00 AM,2356,Thu,15,White,Male,
YE593815,09/21/2017 12:00:00 AM,2356,Thu,15,White,Male,
SE580290,09/21/2017 12:00:00 AM,2131,Thu,51,,Female,
YE360330,09/20/2017 12:00:00 AM,1553,Wed,16,White,Female,
SE580288,09/20/2017 12:00:00 AM,1450,Wed,22,White,Female,
YE597332,09/20/2017 12:00:00 AM,823,Wed,43,,Male,
SE580287,09/20/2017 12:00:00 AM,1445,Wed,22,White,Female,
YE597333,09/20/2017 12:00:00 AM,823,Wed,43,,Male,
EV74090,09/20/2017 12:00:00 AM,2119,Wed,56,Black,Male,
EV83052,09/20/2017 12:00:00 AM,1222,Wed,33,Black,Male,
YE593544,09/20/2017 12:00:00 AM,1700,Wed,31,White,Male,
YE600149,09/20/2017 12:00:00 AM,1620,Wed,52,Hispanic,Male,
YE593543,09/20/2017 12:00:00 AM,1700,Wed,31,White,Male,
YE593590,09/19/2017 12:00:00 AM,11,Tue,25,Black,Male,
SE580285,09/19/2017 12:00:00 AM,1621,Tue,33,White,Male,
YE360518,09/19/2017 12:00:00 AM,2259,Tue,59,White,Male,
SE580286,09/19/2017 12:00:00 AM,2010,Tue,26,White,Male,
YE360517,09/19/2017 12:00:00 AM,127,Tue,41,Black,Male,72
EV85215,09/19/2017 12:00:00 AM,1122,Tue,33,Unknown,Female,
EV85216,09/19/2017 12:00:00 AM,1204,Tue,42,,Male,
YE360516,09/19/2017 12:00:00 AM,127,Tue,41,Black,Male,72
YE600132,09/19/2017 12:00:00 AM,909,Tue,49,Black,Male,
YE360515,09/19/2017 12:00:00 AM,127,Tue,41,Black,Male,72
YE360514,09/19/2017 12:00:00 AM,127,Tue,41,Black,Male,72
YE593368,09/19/2017 12:00:00 AM,1010,Tue,25,Black,Male,
YE593369,09/19/2017 12:00:00 AM,1010,Tue,25,Black,Male,
YE593591,09/19/2017 12:00:00 AM,11,Tue,25,Black,Male,
YE600133,09/19/2017 12:00:00 AM,909,Tue,49,Black,Male,
YE600262,09/19/2017 12:00:00 AM,1811,Tue,37,White,Male,
YE600382,09/19/2017 12:00:00 AM,707,Tue,32,Black,Male,
YE600383,09/19/2017 12:00:00 AM,707,Tue,40,White,Female,
YE600384,09/19/2017 12:00:00 AM,905,Tue,60,Black,Female,
YE600261,09/19/2017 12:00:00 AM,1811,Tue,37,White,Male,
YE600387,09/19/2017 12:00:00 AM,1039,Tue,34,Black,Male,
YE600386,09/19/2017 12:00:00 AM,905,Tue,60,Black,Female,
YE600385,09/19/2017 12:00:00 AM,905,Tue,60,Black,Female,
YE600607,09/18/2017 12:00:00 AM,1205,Mon,74,White,Female,
YE350978,09/18/2017 12:00:00 AM,807,Mon,23,White,Female,
YE600460,09/18/2017 12:00:00 AM,729,Mon,40,White,Male,
EV84501,09/18/2017 12:00:00 AM,1322,Mon,49,White,Female,
EV85530,09/18/2017 12:00:00 AM,1215,Mon,54,White,Female,
YE593589,09/18/2017 12:00:00 AM,2337,Mon,26,,Male,
EV85637,09/18/2017 12:00:00 AM,746,Mon,51,White,Male,
YE600100,09/18/2017 12:00:00 AM,1300,Mon,32,Asian,Male,
YE593828,09/18/2017 12:00:00 AM,1243,Mon,50,Black,Female,
YE593827,09/18/2017 12:00:00 AM,1243,Mon,50,Black,Female,
YE600130,09/18/2017 12:00:00 AM,1114,Mon,22,Black,Female,
EV74693,09/18/2017 12:00:00 AM,1008,Mon,,Asian,Male,
YE600447,09/18/2017 12:00:00 AM,1713,Mon,33,,Male,
YE360809,09/18/2017 12:00:00 AM,253,Mon,64,White,Male,
YE600606,09/18/2017 12:00:00 AM,902,Mon,26,White,Female,
YE600131,09/18/2017 12:00:00 AM,1114,Mon,22,Black,Female,
YE350979,09/18/2017 12:00:00 AM,1102,Mon,20,White,Male,75
YE600609,09/18/2017 12:00:00 AM,1255,Mon,32,White,Female,
YE600608,09/18/2017 12:00:00 AM,1240,Mon,65,White,Female,
EV83213,09/18/2017 12:00:00 AM,921,Mon,56,White,Female,
EV83214,09/18/2017 12:00:00 AM,1027,Mon,25,Black,Male,
YE360879,09/17/2017 12:00:00 AM,1911,Sun,16,White,Female,74
EV81709,09/17/2017 12:00:00 AM,230,Sun,26,White,Male,72
EV81065,09/17/2017 12:00:00 AM,2326,Sun,26,White,Male,74
YE597702,09/17/2017 12:00:00 AM,1420,Sun,48,Asian,Male,
EV80489,09/16/2017 12:00:00 AM,502,Sat,60,White,Male,
EV80488,09/16/2017 12:00:00 AM,502,Sat,60,White,Male,
YE593814,09/15/2017 12:00:00 AM,14,Fri,20,Black,Male,
SE580282,09/15/2017 12:00:00 AM,1148,Fri,26,White,Female,
YE599900,09/15/2017 12:00:00 AM,1036,Fri,20,White,Male,
YE600260,09/15/2017 12:00:00 AM,1800,Fri,19,White,Male,
YE307586,09/15/2017 12:00:00 AM,930,Fri,23,White,Female,
YE307585,09/15/2017 12:00:00 AM,930,Fri,23,White,Female,
YE597893,09/15/2017 12:00:00 AM,1736,Fri,70,White,Male,
YE597892,09/15/2017 12:00:00 AM,1736,Fri,70,White,Male,
YE597891,09/15/2017 12:00:00 AM,1736,Fri,70,White,Male,
YE599901,09/15/2017 12:00:00 AM,1341,Fri,71,Asian,Male,
EV71092,09/15/2017 12:00:00 AM,2340,Fri,20,Unknown,Male,78
YE597894,09/15/2017 12:00:00 AM,1736,Fri,70,White,Male,
YE361479,09/15/2017 12:00:00 AM,14,Fri,20,Black,Male,
YE597278,09/15/2017 12:00:00 AM,1800,Fri,19,White,Male,
EV84293,09/15/2017 12:00:00 AM,1353,Fri,29,White,Female,74
YE361478,09/15/2017 12:00:00 AM,14,Fri,20,Black,Male,
YE360513,09/15/2017 12:00:00 AM,603,Fri,32,White,Male,
YE597279,09/15/2017 12:00:00 AM,1800,Fri,19,White,Male,
YE600884,09/14/2017 12:00:00 AM,1008,Thu,32,Unknown,Male,
YE597466,09/14/2017 12:00:00 AM,2043,Thu,41,White,Female,
YE597465,09/14/2017 12:00:00 AM,2043,Thu,41,White,Female,
EV76960,09/14/2017 12:00:00 AM,15,Thu,21,White,Male,
YE597700,09/14/2017 12:00:00 AM,1630,Thu,21,White,Female,
YE597701,09/14/2017 12:00:00 AM,1630,Thu,21,White,Female,
YE600885,09/14/2017 12:00:00 AM,1113,Thu,52,White,Female,
YE600886,09/14/2017 12:00:00 AM,1125,Thu,28,White,Female,
EV85351,09/14/2017 12:00:00 AM,719,Thu,18,White,Male,75
EV76916,09/14/2017 12:00:00 AM,2258,Thu,26,Black,Female,
EV76915,09/14/2017 12:00:00 AM,1331,Thu,24,,Male,
SE580279,09/13/2017 12:00:00 AM,1833,Wed,55,Black,Male,
EV80705,09/13/2017 12:00:00 AM,1703,Wed,50,White,Female,
SE580280,09/13/2017 12:00:00 AM,1833,Wed,55,Black,Male,
EV85568,09/13/2017 12:00:00 AM,1536,Wed,22,White,Male,
YE597277,09/13/2017 12:00:00 AM,1918,Wed,19,White,Male,
YE597276,09/13/2017 12:00:00 AM,1918,Wed,19,White,Male,
EV80704,09/13/2017 12:00:00 AM,1621,Wed,45,White,Female,74
SE580281,09/13/2017 12:00:00 AM,1833,Wed,55,Black,Male,
EV85569,09/13/2017 12:00:00 AM,1819,Wed,42,White,Male,
SE580278,09/13/2017 12:00:00 AM,1637,Wed,35,Black,Male,
EV85214,09/13/2017 12:00:00 AM,1345,Wed,26,,Female,76
YE597160,09/12/2017 12:00:00 AM,1610,Tue,52,Black,Male,
YE597890,09/12/2017 12:00:00 AM,1643,Tue,49,White,Female,
EV85539,09/12/2017 12:00:00 AM,1215,Tue,50,White,Female,
YE597162,09/12/2017 12:00:00 AM,1610,Tue,52,Black,Male,
EV85519,09/12/2017 12:00:00 AM,1250,Tue,66,White,Male,75
EV85565,09/12/2017 12:00:00 AM,1523,Tue,45,White,Female,
EV85566,09/12/2017 12:00:00 AM,1540,Tue,40,,Male,
EV85567,09/12/2017 12:00:00 AM,1926,Tue,44,Black,Male,
EV75957,09/12/2017 12:00:00 AM,807,Tue,32,White,Female,77
EV85540,09/12/2017 12:00:00 AM,1235,Tue,35,White,Male,75
EV85538,09/12/2017 12:00:00 AM,1135,Tue,34,White,Male,76
YE600199,09/12/2017 12:00:00 AM,1035,Tue,53,White,Male,
YE597161,09/12/2017 12:00:00 AM,1610,Tue,52,Black,Male,
YE593352,09/11/2017 12:00:00 AM,1252,Mon,21,White,Female,
YE593853,09/11/2017 12:00:00 AM,1946,Mon,18,White,Male,
YE593852,09/11/2017 12:00:00 AM,1946,Mon,18,White,Male,
YE600446,09/11/2017 12:00:00 AM,1556,Mon,18,Black,Male,
YE593353,09/11/2017 12:00:00 AM,1252,Mon,21,White,Female,
YE597889,09/11/2017 12:00:00 AM,2051,Mon,24,,Female,
EV85461,09/11/2017 12:00:00 AM,1925,Mon,45,Black,Female,74
SE580277,09/11/2017 12:00:00 AM,2045,Mon,33,Black,Female,
EV85462,09/11/2017 12:00:00 AM,1937,Mon,42,White,Male,74
SE580276,09/11/2017 12:00:00 AM,2045,Mon,33,Black,Female,
YE599990,09/11/2017 12:00:00 AM,1251,Mon,23,Asian,Male,
YE360806,09/10/2017 12:00:00 AM,227,Sun,37,Black,Male,75
YE600148,09/10/2017 12:00:00 AM,1845,Sun,24,,Female,
YE600147,09/10/2017 12:00:00 AM,1845,Sun,24,,Female,
EV74532,09/10/2017 12:00:00 AM,645,Sun,30,Black,Male,74
YE360807,09/10/2017 12:00:00 AM,227,Sun,37,Black,Male,75
YE597598,09/10/2017 12:00:00 AM,1209,Sun,24,,Male,
YE600381,09/10/2017 12:00:00 AM,947,Sun,19,,Female,
YE360808,09/10/2017 12:00:00 AM,227,Sun,37,Black,Male,75
EV75439,09/10/2017 12:00:00 AM,12,Sun,39,Asian,Male,
YE360805,09/10/2017 12:00:00 AM,227,Sun,37,Black,Male,75
EV85212,09/09/2017 12:00:00 AM,935,Sat,46,,Female,
EV85213,09/09/2017 12:00:00 AM,1017,Sat,40,White,Male,
YE600898,09/09/2017 12:00:00 AM,1145,Sat,32,White,Male,
EV82746,09/09/2017 12:00:00 AM,1720,Sat,54,White,Male,77
EV79705,09/09/2017 12:00:00 AM,1745,Sat,62,White,Female,
YE597348,09/08/2017 12:00:00 AM,825,Fri,29,White,Female,
EV75438,09/08/2017 12:00:00 AM,2115,Fri,17,Unknown,Male,
SE580275,09/08/2017 12:00:00 AM,2052,Fri,47,White,Male,
SE580274,09/08/2017 12:00:00 AM,1731,Fri,26,Black,Female,
EV85211,09/08/2017 12:00:00 AM,905,Fri,31,,Female,
EV82842,09/08/2017 12:00:00 AM,433,Fri,49,Black,Female,78
YE600128,09/08/2017 12:00:00 AM,1025,Fri,33,White,Male,
YE600129,09/08/2017 12:00:00 AM,1025,Fri,33,White,Male,
EV81872,09/08/2017 12:00:00 AM,2210,Fri,26,White,Male,
EV65800,09/08/2017 12:00:00 AM,914,Fri,38,White,Female,
EV83951,09/08/2017 12:00:00 AM,1230,Fri,55,White,Male,73
YE593257,09/08/2017 12:00:00 AM,115,Fri,29,White,Female,
YE597349,09/08/2017 12:00:00 AM,825,Fri,29,White,Female,
YE600380,09/07/2017 12:00:00 AM,1245,Thu,38,White,Male,
YE600198,09/07/2017 12:00:00 AM,2355,Thu,86,White,Male,
EV85518,09/07/2017 12:00:00 AM,1115,Thu,33,White,Female,76
YE600599,09/07/2017 12:00:00 AM,1245,Thu,38,White,Male,
EV85561,09/07/2017 12:00:00 AM,1532,Thu,37,White,Female,
EV85562,09/07/2017 12:00:00 AM,1550,Thu,17,White,Male,
EV85563,09/07/2017 12:00:00 AM,1745,Thu,52,White,Male,
EV85564,09/07/2017 12:00:00 AM,1814,Thu,37,White,Female,
YE360512,09/07/2017 12:00:00 AM,2357,Thu,82,Black,Male,71
YE360511,09/07/2017 12:00:00 AM,2357,Thu,82,Black,Male,71
YE593256,09/07/2017 12:00:00 AM,1135,Thu,27,Black,Male,
SE580273,09/07/2017 12:00:00 AM,1851,Thu,17,White,Male,
EV76959,09/07/2017 12:00:00 AM,516,Thu,26,White,Male,
YE600883,09/07/2017 12:00:00 AM,1258,Thu,65,,Female,
YE600882,09/07/2017 12:00:00 AM,1235,Thu,45,,Male,
YE600881,09/07/2017 12:00:00 AM,1217,Thu,41,,Female,
YE600880,09/07/2017 12:00:00 AM,1126,Thu,26,White,Male,
SE580272,09/07/2017 12:00:00 AM,1848,Thu,17,White,Male,
YE600444,09/07/2017 12:00:00 AM,1550,Thu,39,Black,Female,
EV84423,09/07/2017 12:00:00 AM,913,Thu,27,,Male,72
YE600445,09/07/2017 12:00:00 AM,1550,Thu,39,Black,Female,
EV85210,09/07/2017 12:00:00 AM,1313,Thu,33,White,Female,76
EV84424,09/07/2017 12:00:00 AM,1245,Thu,58,,Female,
SE580270,09/07/2017 12:00:00 AM,1640,Thu,30,Black,Male,
YE600126,09/06/2017 12:00:00 AM,1313,Wed,47,Unknown,Male,
YE592993,09/06/2017 12:00:00 AM,200,Wed,43,Black,Female,
YE600196,09/06/2017 12:00:00 AM,1700,Wed,36,Black,Female,
SE580269,09/06/2017 12:00:00 AM,2212,Wed,72,White,Male,
EV83458,09/06/2017 12:00:00 AM,1745,Wed,40,Unknown,Male,
SE580268,09/06/2017 12:00:00 AM,2212,Wed,72,White,Male,
SE580267,09/06/2017 12:00:00 AM,1937,Wed,63,White,Female,
YE600598,09/06/2017 12:00:00 AM,1257,Wed,19,Black,Male,73
SE580266,09/06/2017 12:00:00 AM,1817,Wed,36,White,Male,
EV85560,09/06/2017 12:00:00 AM,558,Wed,64,White,Female,
EV82651,09/06/2017 12:00:00 AM,458,Wed,31,White,Male,71
SE580265,09/06/2017 12:00:00 AM,1704,Wed,77,White,Male,
YE592992,09/06/2017 12:00:00 AM,200,Wed,43,Black,Female,
EV85516,09/06/2017 12:00:00 AM,1205,Wed,39,White,Male,72
EV82714,09/06/2017 12:00:00 AM,1701,Wed,63,,Male,
YE600197,09/06/2017 12:00:00 AM,1340,Wed,64,White,Female,
EV85515,09/06/2017 12:00:00 AM,705,Wed,46,White,Female,73
YE600127,09/06/2017 12:00:00 AM,1313,Wed,47,Unknown,Male,
EV85517,09/06/2017 12:00:00 AM,1230,Wed,36,White,Female,76
YE599986,09/05/2017 12:00:00 AM,802,Tue,45,,Male,
EV85537,09/05/2017 12:00:00 AM,1015,Tue,68,White,Male,73
SE580263,09/05/2017 12:00:00 AM,1533,Tue,43,,Female,
EV83357,09/05/2017 12:00:00 AM,2338,Tue,21,Black,Male,
YE593351,09/05/2017 12:00:00 AM,1350,Tue,25,Black,Male,73
YE600125,09/05/2017 12:00:00 AM,1000,Tue,41,White,Male,
EV81063,09/05/2017 12:00:00 AM,2107,Tue,33,Black,Male,
YE592991,09/05/2017 12:00:00 AM,1020,Tue,27,Black,Male,
YE592990,09/05/2017 12:00:00 AM,1020,Tue,27,Black,Male,
SE580264,09/05/2017 12:00:00 AM,1732,Tue,22,,Female,
EV84421,09/05/2017 12:00:00 AM,1006,Tue,48,White,Male,
EV81064,09/05/2017 12:00:00 AM,2121,Tue,25,,Male,
YE597464,09/05/2017 12:00:00 AM,1000,Tue,41,White,Male,
EV84422,09/05/2017 12:00:00 AM,1027,Tue,25,White,Male,
EV83356,09/05/2017 12:00:00 AM,230,Tue,28,White,Male,78
EV83355,09/05/2017 12:00:00 AM,15,Tue,19,White,Male,78
YE593350,09/05/2017 12:00:00 AM,1350,Tue,25,Black,Male,73
YE593349,09/05/2017 12:00:00 AM,1350,Tue,25,Black,Male,73
YE599989,09/05/2017 12:00:00 AM,1239,Tue,56,White,Male,
YE599988,09/05/2017 12:00:00 AM,1225,Tue,74,Unknown,Female,
YE599987,09/05/2017 12:00:00 AM,802,Tue,45,,Male,
YE593587,09/04/2017 12:00:00 AM,2152,Mon,33,Black,Female,74
EV85209,09/04/2017 12:00:00 AM,1713,Mon,58,Black,Female,
SE580261,09/04/2017 12:00:00 AM,1733,Mon,34,,Male,
EV75717,09/04/2017 12:00:00 AM,226,Mon,22,Black,Male,72
EV85208,09/04/2017 12:00:00 AM,1615,Mon,25,Unknown,Male,78
EV85207,09/04/2017 12:00:00 AM,1523,Mon,28,Black,Male,
YE599984,09/04/2017 12:00:00 AM,1023,Mon,22,White,Male,
YE593588,09/04/2017 12:00:00 AM,2152,Mon,33,Black,Female,74
YE599985,09/04/2017 12:00:00 AM,1023,Mon,22,White,Male,
SE580262,09/04/2017 12:00:00 AM,1811,Mon,19,,Male,
SE580260,09/04/2017 12:00:00 AM,1722,Mon,23,,Male,
EV85206,09/03/2017 12:00:00 AM,1700,Sun,17,White,Male,
YE597619,09/03/2017 12:00:00 AM,1614,Sun,34,Black,Male,
SE580259,09/03/2017 12:00:00 AM,2157,Sun,34,White,Male,
YE597618,09/03/2017 12:00:00 AM,1614,Sun,34,Black,Male,
EV64517,09/03/2017 12:00:00 AM,915,Sun,22,White,Male,74
EV82839,09/03/2017 12:00:00 AM,901,Sun,51,,Female,71
EV82838,09/03/2017 12:00:00 AM,832,Sun,54,White,Male,73
EV82837,09/03/2017 12:00:00 AM,811,Sun,36,White,Female,78
YE600677,09/03/2017 12:00:00 AM,1030,Sun,23,Black,Male,
EV84290,09/03/2017 12:00:00 AM,614,Sun,26,Black,Male,
EV82841,09/03/2017 12:00:00 AM,1049,Sun,68,White,Male,76
EV82840,09/03/2017 12:00:00 AM,944,Sun,64,White,Male,75
EV85473,09/03/2017 12:00:00 AM,533,Sun,34,Black,Male,
EV85472,09/03/2017 12:00:00 AM,614,Sun,26,Black,Male,
SE580256,09/03/2017 12:00:00 AM,1706,Sun,34,Black,Male,
YE600678,09/03/2017 12:00:00 AM,1030,Sun,23,Black,Male,
YB591867,09/03/2017 12:00:00 AM,850,Sun,22,,Male,
EV84289,09/03/2017 12:00:00 AM,359,Sun,35,Black,Female,77
YB591868,09/03/2017 12:00:00 AM,850,Sun,22,,Male,
SE580257,09/03/2017 12:00:00 AM,2157,Sun,34,White,Male,
YE600679,09/03/2017 12:00:00 AM,1308,Sun,31,White,Male,
YE599980,09/03/2017 12:00:00 AM,1331,Sun,22,Black,Male,
YE593228,09/03/2017 12:00:00 AM,1345,Sun,19,Black,Male,
